+ ../../../../ClassicAdventuresEE/Classics053/CRE/TCSLOFF1.CRE, 0, 1	+ Ship Officer
../../../../ClassicAdventuresEE/Classics053/CRE/TCPORPH8.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCSHADOW.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCRIL7.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCLATPA1.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCNECRO9.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCALTHO7.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCELATH.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCWRAT.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCELORAX.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCMMCRIS.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCBANE01.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCALEIG.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCRIL5.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCBLIGHT.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCCHESNA.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/TCHERAN.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCWRAT1.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCLATPRX.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCGARGO.CRE, 0, 10
../../../../ClassicAdventuresEE/Classics053/CRE/TCBANE02.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCMILERJ.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCNARC5.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCSNAKE1.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/TCBUR.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCEANW.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCAESDA6.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCXVART1.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCFALA1.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCHILLG2.CRE, 0, 0
../../../../ClassicAdventuresEE/Classics053/CRE/TCCHAAR9.CRE, 0, 1	+ NPC
../../../../ClassicAdventuresEE/Classics053/CRE/TCKESSA.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCDIRBER.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCCHAAR.CRE, 0, 1	+ NPC
../../../../ClassicAdventuresEE/Classics053/CRE/TCEANW1.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCICAR9.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCSNAKE2.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/TCLATPR1.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCAJAKS.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCRIHN8.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCICAR11.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCCACHAR.cre, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCFALA2.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCTURT.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCSKELET.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCCARRAS.CRE, 0, 0
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/DOGWASU.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCSKELE4.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/UMBHUL01.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/HGSAL01.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/BATOUT01.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCBANE04.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCSLFGT5.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCNARCIL.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCRMSG.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCCOMM1.CRE, 0, 0
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/ZOMBX1.CRE, 0, 0
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCSKELE1.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCMAGE2.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TROLGI02.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCTROLL1.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/STALKE01.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCMAGE1.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCSLBGRD.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/VAMQ1.CRE, 0, 0
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCFSTAT.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/SKELE2.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TROLSI01.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/ICSALCOL.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCSNAKE3.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TROLGI01.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCMDSTA2.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCZOMB01.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TCMDSTA1.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/TROLFR01.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/Nostring/SKELET01.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/TCRIV7.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCWGPR1.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCTUDWIL.CRE, 0, 60
../../../../ClassicAdventuresEE/Classics053/CRE/TCGROZ.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCCERI1.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCBERGON.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCLOVPR3.CRE, 0, 1	+ Loviatar Priestess
../../../../ClassicAdventuresEE/Classics053/CRE/TCSTALMN.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCMEEPO.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCKESSAX.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCKESSA1.CRE, 0, 1
../../../../ClassicAdventuresEE/Classics053/CRE/TCXVART2.CRE, 0, 1
