Aeij-Kllenzr't,Аеидж-Кллензр'т,,iwd2_rus
Aello,Аэлло,,BG1RUS-EET
Aengus,Аингус,,iwd2_rus
Aerdrie,Аэрдри,,BG2EE-russian
Aerie,Аэри,,BG2EE-russian
Aesgareth,Аэсгарет,,BG2EE-russian
Aganalo,Аганало,,BG2EE-russian
Agannazar,Аганназар,,BG1RUS-EET
Agathor,Агатор,,sod_rus
Ager,Агер,,BG2EE-russian
Aglarond,Агларонд,,sod_rus
Agnasia,Агназия,,BG1RUS-EET
Agog,Агог,,iwd2_rus
Agru,Агру,,BG2EE-russian
Ahdzekharrin,Ахдзекхаррин,,sod_rus
Ahghairon,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ajantislts_pr.tra@333; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ajantislts_pr.tra@334; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ajantislts_pr.tra@335; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@3962,NP:BG1NPC
Ahk Kyorl Kulgg,Ахк Куорл Кулгг,,iwd2_rus
Ahmadora,Амадора,,iwd2_rus
Ahmaz,Ахмаз,,BG2EE-russian
Ahmson,Амсон,,BG2EE-russian
Ahsdale,Асдейл,,BG2EE-russian
Ahtkatla,Аткатла,,BG2EE-russian
Aiel,Айел,,BG2EE-russian
Aihonen,Айонен,,iwd2_rus
Ainordec,Айнордек,,BG1RUS-EET
Aisath,Айсат,,BG2EE-russian
Aiya,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kivan.tra@416,NP:BG1NPC
Aiyee,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ict3.tra@922; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#imint.tra@1006,NP:BG1NPC
Ajantis,Аджантис,,BG1RUS-EET
Ak'azmhir,Ак'азмир,,IWDEE-russian
Akae,Акаи,,BG2EE-russian
Akame,Акаме,,sod_rus
Akanna,Аканна,,sod_rus
Akata,Аката,,BG2EE-russian
Akhlmere,Аклмер,,BG2EE-russian
Akuda,Акуда,,BG2EE-russian
Alacander,Алакандер,,IWDEE-russian
Alachi,Алачи,,sod_rus
Alaghon,Алагон,,BG2EE-russian
Alaghor,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@3064,NP:BG1NPC
Alai,Алай,,BG1RUS-EET
Alamion,Аламион,,iwd2_rus
Alandor,Аландор,,BG2EE-russian
Alar,Алар,,BG2EE-russian
Alarion,Аларион,,BG2EE-russian
Alatelo,Алатело,,BG2EE-russian
Alathan,Алатан,,sod_rus
Alatos,Алатос,,BG1RUS-EET
Alaundalion,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#coint.tra@58; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#coint.tra@59; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ict3.tra@179; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ict3.tra@180,NP:BG1NPC
Alaundo,Алаундо,,BG1RUS-EET
Albruin,Альбруин,,BG1RUS-EET
Alcaman,Алькаман,,iwd2_rus
Alchra,Алхра,,BG2EE-russian
Aldar,Альдар,,BG2EE-russian
Aldaron,Алдарон,,BG2EE-russian
Aldeth,Алдет,,BG1RUS-EET
Aldun,Алдан,,BG2EE-russian
Aldwin,Альдвин,,iwd2_rus
Aleconnor,Медогон,,BG2EE-russian
Aleena,Алина,,BG1RUS-EET
Alemander,Эйлмандер,,BG1RUS-EET
Alenina,Аленина,,BG2EE-russian
Aleson,Эйлсон,,BG2EE-russian
Alewyn,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@122; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@126; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@127,NP:BG1NPC
Alfons,Альфонс,,BG2EE-russian
Algarond,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@3528,NP:BG1NPC
Algor,Алгор,,BG2EE-russian
Alhanna,Аланна,,BG2EE-russian
Alhelor,Алхелор,,BG2EE-russian
Alhoon,Алхун,,BG2EE-russian
Alianna,Алианна,,BG2EE-russian
Alibakkar,Алибаккар,,BG2EE-russian
Alicorn,аликорн,,iwd2_rus
Alima,Алима,,BG2EE-russian
Alimir,Алимир,,BG2EE-russian
Alinda,Алинда,,BG2EE-russian
Alkonos,Алконос,,IWDEE-russian
Alkullok,Алкуллок,,sod_rus
Allafif,Аллафиф,,BG2EE-russian
Allana,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/p#corlt.tra@569; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/p#corlt.tra@574; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/p#corlt.tra@596; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/p#corlt.tra@607,NP:BG1NPC
Allendale,Аллендейл,,BG1RUS-EET
Allus,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#montaron.tra@28,NP:BG1NPC
Almur,Алмур,,sod_rus
Aln,Альн,,BG2EE-russian
Alnarow,Альнароу,,BG2EE-russian
Aloisa,Алоиса,,sod_rus
Alor,Алор,,BG2EE-russian
Alora,Алора,,BG1RUS-EET
Alore,Алора,,BG2EE-russian
Alorgoth,Алоргот,,BG1RUS-EET
Alpheus,Альфеус,,iwd2_rus
Alric,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@111; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@112,NP:BG1NPC
Altheia,Альтея,,BG2EE-russian
Altru,Алтру,,BG1RUS-EET
Altru'ar,Алтру'ар,,BG1RUS-EET
Alturiak,Алтуриак,,BG1RUS-EET
Aluend,Алуэнд,,BG1RUS-EET
Aluenda,Алуэнда,,BG1RUS-EET
Aluendo,Алуэндо,,BG1RUS-EET
Alurlyath,Алурлиат,,BG1RUS-EET
Alustriel,Алустриэль,,BG2EE-russian
Alutho,Алуто,,BG2EE-russian
Aluve,алувэ,,sod_rus
Alvahendar,Алванхендар,,iwd2_rus
Alvanhendar,Алванхендар,,BG1RUS-EET
Alvanna,Альванна,,BG2EE-russian
Alveus,Алвеус,,BG1RUS-EET
Alvo,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/bg1npc_tmp.tra@786,NP:BG1NPC
Alyittyl,Алийттил,,BG2EE-russian
Alynar,Эйлинар,,BG2EE-russian
Alyra,Алира,,BG2EE-russian
Alyss,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@3149,NP:BG1NPC
Alyth,Алит,,BG1RUS-EET
Amac,Амак,,BG2EE-russian
Amalas,Амалас,,BG2EE-russian
Amanis,Аманис,,BG2EE-russian
Amarande,Амаранд,,BG1RUS-EET
Amaunator,Амаунатор,,BG1RUS-EET
Ambere,Амбер,,iwd2_rus
Ambidexterity,амбидекстрия,,iwd2_rus
Amelyssan,Амелиссан,,BG2EE-russian
Ameniela,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#coint.tra@24,NP:BG1NPC
Ameralis,Амералис,,BG2EE-russian
Aminah,Амина,,BG2EE-russian
Amkethran,Амкетран,,BG2EE-russian
Amlos,Амлос,,BG2EE-russian
Ammon,Аммон,,sod_rus
Amn,Амн,,BG1RUS-EET
Amnish,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/p#corlt.tra@540; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@701; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#rumor.tra@4; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#rumor.tra@26; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#rumor.tra@30; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#safana.tra@173,NP:BG1NPC
Amuana,Амуана,,BG2EE-russian
Amyrlin,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dynah.tra@58,NP:BG1NPC
An'belein,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyronpc.tra@336,NP:BG1NPC
Anadia,Анадия,,BG2EE-russian
Anarg,Анарг,,BG2EE-russian
Anast,Анаст,,iwd2_rus
Anath,Анат,,BG2EE-russian
Anatha,Аната,,iwd2_rus
Anauroch,Анаурох,,BG1RUS-EET
Ancan,Анкан,,BG2EE-russian
Anchev,Анчев,,BG1RUS-EET
Anchevsh,Анчев,,BG1RUS-EET
Anchorome,Анхором,,BG1RUS-EET
Andante,Анданте,,BG2EE-russian
Andar,Андар,,BG1RUS-EET
Andarrson,Андаррсон,,BG1RUS-EET
Andarsson,Андарссон,,BG1RUS-EET
Andarthe,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/bg1npc_tmp.tra@363; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#jaqu.tra@4; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#jaqu.tra@20; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#jaqu.tra@21; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#jaqu.tra@25; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#jaqu.tra@67; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#jaqu.tra@72; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#jaqu.tra@155; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#jaqu.tra@156; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#jaqu.tra@183,NP:BG1NPC
Andor,Андор,,BG1RUS-EET
Andora,Андора,,iwd2_rus
Andoran,андоранский,,iwd2_rus
Andorans,андоранцы,,iwd2_rus
Andorian,Андориан,,BG2EE-russian
Andout,Андоут,,BG1RUS-EET
Andris,Андрис,,BG1RUS-EET
Anette,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#coran.tra@173,NP:BG1NPC
Angaar,Ангаар,,iwd2_rus
Angharradh,Ангаррат,,iwd2_rus
Angries,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#addial_tmp.tra@374,NP:BG1NPC
Anguiliian,Ангилииан,,BG2EE-russian
Angurvadal,Ангурвадал,,BG2EE-russian
Anhur,Анхур,,BG2EE-russian
Anishai,Анишай,,BG2EE-russian
Anji,Анжи,,sod_rus
Ankheg,анкег,,BG1RUS-EET
Annalynn,Анналинн,,BG2EE-russian
Anomen,Аномен,,BG1RUS-EET
Ansalon,Ансалон,,BG2EE-russian
Antenos,Антенос,,BG2EE-russian
Antichickenator,Антицыплятор,,BG1RUS-EET
Aocha,Аоча,,iwd2_rus
Aoln,Аолн,,BG1RUS-EET
Apati,Апати,,iwd2_rus
Apheus,Альфеус,,IWDEE-russian
Aphril,Эфрил,,BG2EE-russian
Aphrunn,Афранн,,BG2EE-russian
Applebane,Погибель яблок,,iwd2_rus
Apsel,Апсель,,iwd2_rus
Ar'Tel'Quessir,Ар'Тель'Квессир,,IWDEE-russian
Arabane,Арабейна,,iwd2_rus
Arabani,Арабани,,iwd2_rus
Arabel,Арабел,,BG1RUS-EET
Arabellan,арабелское,,BG1RUS-EET
Arabelle,Арабелль,,BG1RUS-EET
Arakon,Аракон,,iwd2_rus
Aramande,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#totsc.tra@53,NP:BG1NPC
Aramite,Арамит,,iwd2_rus
Aran,Аран,,BG2EE-russian
Aranthis,Арентис,,BG2EE-russian
Arat,Арат,,BG2EE-russian
Aravaata,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/bg1npc_tmp.tra@291; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dynaquest.tra@182; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dynaquest.tra@185,NP:BG1NPC
Araya,Арая,,sod_rus
Arbane,Арбейн,,BG2EE-russian
Arbinge,Арбинг,,sod_rus
Arcand,Арканд,,BG1RUS-EET
Archdruid,архидруид,,BG1RUS-EET
Archenbridge,Архенбридж,,BG2EE-russian
Archimandrite,архимандрит,,iwd2_rus
Archmage,архимаг,,sod_rus
Archmagi,архимаги,,BG1RUS-EET
Archon,Архон,,BG1RUS-EET
Arcorar,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#yeslick.tra@254,NP:BG1NPC
Ardeep,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ajantislts_pr.tra@321; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@3957,NP:BG1NPC
Ardenor,Арденор,,BG1RUS-EET
Ardic,Ардик,,BG2EE-russian
Ardis,Ардис,,BG2EE-russian
Ardrouine,Ардруин,,BG1RUS-EET
Ardulace,Ардулейс,,BG2EE-russian
Ardulia,Ардулия,,BG2EE-russian
Areana,Ареана,,BG1RUS-EET
Arel,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/bg1npc_tmp.tra@407,NP:BG1NPC
Arenel,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kivan.tra@139,NP:BG1NPC
Arenthis,Арентис,,BG2EE-russian
Arfie,Арфи,,BG2EE-russian
Argents,Аргенты,,sod_rus
Arghain,Аргайн,,BG1RUS-EET
Argrim,Аргрим,,BG2EE-russian
Arhsstaff,Аркстаффа,,BG1RUS-EET
Ariziel,Аризиэль,,BG2EE-russian
Arkamadis,Аркамадис,,iwd2_rus
Arkanis,Арканис,,BG1RUS-EET
Arkhstaff,Аркstaфф,,BG1RUS-EET
Arkion,Аркион,,BG1RUS-EET
Arktash,Аркташ,,sod_rus
Arkushule,Аркушуль,,BG1RUS-EET
Arla,Арла,,BG1RUS-EET
Arledrian,Арледриан,,BG2EE-russian
Arlena,Арлена,,BG1RUS-EET
Arlin,Арлин,,BG1RUS-EET
Arlond,Арлонд,,BG1RUS-EET
Armagaran,Армагаран,,BG2EE-russian
Arnise,Арнис,,BG2EE-russian
Arnolinus,Арнолинус,,BG2EE-russian
Arny,Арни,,BG2EE-russian
Artemus,Артем,,iwd2_rus
Artipheon,Артифеон,,sod_rus
Aruma,Арума,,iwd2_rus
Arval,Арвал,,BG2EE-russian
Arvanaith,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ajantis.tra@134; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ajantis.tra@136; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ajantis.tra@138; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#faldorn.tra@218; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kiint.tra@125; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kivan.tra@201; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#kivan.tra@273; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@65; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@87; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@102; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@106; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xan.tra@107; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xanlt.tra@1181,NP:BG1NPC
Arvandor,Арвандор,,BG1RUS-EET
Arvoreen,Арворин,,BG2EE-russian
Arwen,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@3425,NP:BG1NPC
Arzol,Арзол,,BG2EE-russian
Asana,Асана,,BG2EE-russian
Asery,Асери,,sod_rus
Ashabenford,Ашабенфорд,,BG1RUS-EET
Ashanath,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dynah.tra@10,NP:BG1NPC
Ashane,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@1306,NP:BG1NPC
Ashatiel,Ашатиэль,,sod_rus
Ashen,Ашен,,BG1RUS-EET
Ashideena,Ашидина,,BG1RUS-EET
Ashirukuru,Аширукуру,,BG1RUS-EET
Ashra,Ашра,,iwd2_rus
Ashrem,Ашрем,,iwd2_rus
Asima,Асима,,BG2EE-russian
Asith,Асит,,sod_rus
Aslyferund,Аслиферунд,,BG2EE-russian
Asmay,Эсмай,,BG2EE-russian
Ason,Азон,,BG2EE-russian
Asserbai,Ассербай,,iwd2_rus
Astutely,Астутно,,BG2EE-russian
Astyr,Астир,,iwd2_rus
Atalaclys,Аталаклис,,iwd2_rus
Atash,Аташ,,BG1RUS-EET
Athakatlan,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#tiaxquest.tra@73,NP:BG1NPC
Athkatla,Аткатла,,BG1RUS-EET
Atlar,Атлар,,BG1RUS-EET
Atrantis,Атрантис,,sod_rus
Aubade,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#xanlt.tra@1065,NP:BG1NPC
Auchlin,Аучлин,,sod_rus
Audamar,Аудамар,,sod_rus
Audria,Аудриа,,sod_rus
Augathra,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@311; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@329,NP:BG1NPC
Aulava,Аулава,,BG2EE-russian
Aule,Аул,,BG1RUS-EET
Aumarr,Аумарр,,sod_rus
Aun,Аун,,sod_rus
Auranamn,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#ajantislts_pr.tra@646,NP:BG1NPC
Auril,Аурил,,BG1RUS-EET
Aurilians,аурилиты,,iwd2_rus
Aurilite,аурилит,,iwd2_rus
Aurilites,аурилиты,,iwd2_rus
Aurumach,Аурумах,,BG2EE-russian
Auta,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#sharteel.tra@115,NP:BG1NPC
Autharch,Аутарх,,BG2EE-russian
Autinn,Аутинн,,sod_rus
Auw,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#cosqu.tra@199,NP:BG1NPC
Auziel,Аузиэль,,sod_rus
Avariel,авариэль,,BG2EE-russian
Avellone,Авеллон,,iwd2_rus
Avernus,Авернус,,sod_rus
Avia,Авия,,iwd2_rus
Avrum,Аврум,,BG2EE-russian
Axehand,Эксхенд,,BG1RUS-EET
Azamantes,Азамантис,,BG2EE-russian
Azar,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#shrom.tra@113,NP:BG1NPC
Azgoloth,Азголот,,BG2EE-russian
Azlaer,Азлаэр,,BG2EE-russian
Azmadi,Азмади,,BG2EE-russian
Aznar,Азнар,,BG2EE-russian
Azothet,Азотет,,BG1RUS-EET
Azoun,Азун,,BG1RUS-EET
Azuon,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/p#corlt.tra@1101,NP:BG1NPC
Azuredge,Азуредж,,BG2EE-russian
Azuth,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#dyro.tra@606,NP:BG1NPC
Azzek,Аззек,,sod_rus
Ba'ruk,Ба'рук,,IWDEE-russian
Baalor,Баалор,,BG1RUS-EET
Baalzebul,Вельзевул,,sod_rus
Baatezu,Баатезу,,BG2EE-russian
Baator,Баатор,,BG2EE-russian
Babblemug,Баблмуг,,iwd2_rus
Babiat,Бабиат,,BG2EE-russian
Babron,Баброн,,iwd2_rus
Backblighter,Бичеватель,,iwd2_rus
Badiat,Бадиат,,BG2EE-russian
Badness,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#quayl.tra@134,NP:BG1NPC
Badon,Бадон,,BG2EE-russian
Bael,Бейл,,BG2EE-russian
Baelm,Бэлм,,iwd2_rus
Baelnorn,баэльнорн,,IWDEE-russian
Baeloth,Баэлот,,BG1RUS-EET
Baenre,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/p#crnpc.tra@124,NP:BG1NPC
Baerin,Баэрин,,BG1RUS-EET
Baern,Баерн,,IWDEE-russian
Baervan,Баэрван,,BG2EE-russian
Bahamut,Бахамут,,BG1RUS-EET
Baldemar,Бальдемар,,iwd2_rus
Baldur,Балдур,,BG1RUS-EET
Baldur's Gate,Врата Балдура,,BG1RUS-EET
Balduran,Балдуран,,BG1RUS-EET
Baldurian,балдурский,,BG1RUS-EET
Balil,Балил,,BG2EE-russian
Balmitance,Балмитанс,,BG2EE-russian
Balor,Балор,,BG1RUS-EET
Balquo,Балкво,,BG1RUS-EET
Baltezan,Бальтезан,,BG2EE-russian
Balthis,Балтис,,BG2EE-russian
Balvin,Балвин,,sod_rus
Bandon,Бандон,,BG2EE-russian
Bandoth,Бэндот,,iwd2_rus
Bankao,Банкао,,iwd2_rus
Bannor,Баннор,,BG2EE-russian
Banters,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/setup.tra@1006; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/setup.tra@1007,NP:BG1NPC
Barachus,Баракус,,sod_rus
Barad,Барад,,BG2EE-russian
Baragh,Бараг,,BG2EE-russian
Baram,Барам,,BG2EE-russian
Baravar,Баравар,,sod_rus
Barbauld,Барбаулд,,BG2EE-russian
Barding,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#branw.tra@277,NP:BG1NPC
Bardolan,Бардолан,,BG1RUS-EET
Bardyla,Бардила,,sod_rus
Baresh,Бареш,,BG1RUS-EET
Barg,Барг,,BG2EE-russian
Barghest,баргест,,sod_rus
Bargrivyek,Баргривьек,,BG1RUS-EET
Bariel,Бариэль,,iwd2_rus
Barkersdottir,Баркерсдоттир,,sod_rus
Barkskin,Кожа-кора,,BG1RUS-EET
Barl,Барл,,BG2EE-russian
Barnal,Барнал,,BG2EE-russian
Barnephas,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#quayl.tra@78,NP:BG1NPC
Barrityl,Барритил,,BG1RUS-EET
Bartleby,Бартлби,,sod_rus
Barud,Баруд,,iwd2_rus
Barvar,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#pcinit_tmp.tra@2424,NP:BG1NPC
Barzam,Барзам,,iwd2_rus
Barzenak,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#addial_tmp.tra@392; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#addial_tmp.tra@393; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#addial_tmp.tra@394; /home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#addial_tmp.tra@398,NP:BG1NPC
Barzy,,/home/paladin/source/translations/BG1NPC/bg1npc/tra/english/utf8/x#addial_tmp.tra@396,NP:BG1NPC
Bashshar,Башшар,,iwd2_rus
Basilisk,василиск,,BG1RUS-EET
Bassano,Бассано,,BG1RUS-EET
Bassilus,Бассилус,,BG1RUS-EET
Batalista,Баталиста,,BG1RUS-EET
Battledale,Баттлдейл,,BG1RUS-EET
Battleguard,Страж Битвы,,iwd2_rus
Battlehammer,Боевой Молот,клан дварфов,IWDEE-russian
Battlelord,Владыка Битв,,IWDEE-russian
Battuks,Баттукс,,sod_rus
Bautha,Баутха,,iwd2_rus
Bayle,Бейл,,BG2EE-russian
Be'land,Бе'ланд,,BG2EE-russian
